iter	F1	Logloss
179	0.8151361851	0.399033063
180	0.8153462945	0.3987534657
181	0.8153648762	0.3986523086
182	0.8153595824	0.3984577335
183	0.8154297926	0.3984398874
184	0.8155230988	0.3981914685
185	0.8155232206	0.3981752589
186	0.8155558688	0.3981593647
187	0.8157052722	0.397867902
188	0.8158033076	0.3977248723
189	0.8159711489	0.3974818718
190	0.8163908194	0.397064801
191	0.8167497017	0.396711257
192	0.8169684818	0.3962855285
193	0.8170150193	0.3959622741
194	0.8171921992	0.3956408188
195	0.817159319	0.3954785702
196	0.8174763301	0.395144562
197	0.8175323401	0.3949412907
198	0.817942373	0.3944398591
199	0.818198584	0.3941670994
200	0.8181520047	0.3940110859
201	0.8185618655	0.3937312125
202	0.8187389744	0.3932576986
203	0.8189298389	0.3932260671
204	0.8190834412	0.3929455604
205	0.8194652519	0.3926377619
206	0.8196840969	0.3923987359
207	0.8197540142	0.3923483796
208	0.8197634304	0.391986966
209	0.8199775244	0.3918447383
210	0.8201682425	0.3915838997
211	0.8205081258	0.3912435679
212	0.8208429211	0.3909096036
213	0.8210477997	0.390737249
214	0.8212391212	0.3902815756
215	0.8213087739	0.3898431038
216	0.8215510834	0.3893380598
217	0.8218250752	0.388981731
218	0.8222264814	0.3884310931
219	0.8222454053	0.3880900044
220	0.8228822849	0.3876607443
221	0.8229291211	0.3872862399
222	0.8232733579	0.3867414416
223	0.8234642067	0.3864112557
224	0.8238309949	0.3858929805
225	0.8240543392	0.3853148607
226	0.8243846517	0.38476472
227	0.8245410444	0.3845265797
228	0.8247914801	0.3839335029
229	0.825023085	0.3835091435
230	0.825339444	0.3830962081
231	0.8255008844	0.3827746298
232	0.8256037943	0.3824472539
233	0.8261832056	0.3819043779
234	0.8261327112	0.3815994075
235	0.8261749847	0.3811718237
236	0.8263840109	0.380874773
237	0.8267934628	0.3804857005
238	0.827114016	0.3799804151
239	0.8274515506	0.3795647469
240	0.8277809387	0.3790576355
241	0.8280731088	0.3786289354
242	0.8285745932	0.3782428464
243	0.8287289823	0.3779346352
244	0.8292701615	0.3776305742
245	0.829775617	0.3770442851
246	0.8301270892	0.3766087511
247	0.8303010207	0.3762708221
248	0.8308385499	0.3758178825
249	0.8309606186	0.3754583687
250	0.8311462854	0.3750498458
251	0.8313029839	0.3747788282
252	0.8318227699	0.3742041544
253	0.8320205324	0.373759527
254	0.8325302198	0.3732540106
255	0.8327664641	0.3727033791
256	0.8327551032	0.3724034091
257	0.8331660968	0.3719296469
258	0.8335253654	0.371413442
259	0.8336763563	0.371156956
260	0.8335996202	0.3706546789
261	0.8340562662	0.37024922
262	0.8344803514	0.3697527802
263	0.8348594092	0.3693214171
264	0.8350709788	0.3689440989
265	0.8352604422	0.3684978472
266	0.835826999	0.3680049003
267	0.8358778637	0.3675926733
268	0.8359969469	0.3673419348
269	0.8360418117	0.3670930102
270	0.8364576089	0.3666824858
271	0.8368011835	0.3662832811
272	0.8369836651	0.3659108366
273	0.8372222666	0.3654454668
274	0.8373145245	0.3651892376
275	0.8376159674	0.364776788
276	0.8379725492	0.3643826526
277	0.8382492126	0.3640460678
278	0.8383129919	0.3637390901
279	0.838346294	0.3633405991
280	0.8385478064	0.3630077912
281	0.8389434111	0.36249285
282	0.8393642114	0.3621708269
283	0.8395437639	0.3616141702
284	0.8399170886	0.361135304
285	0.8399541501	0.3607772686
286	0.8405427905	0.3603581517
287	0.8407783065	0.3600080249
288	0.8411359244	0.3595788561
289	0.8413149367	0.3591074239
290	0.8414749053	0.3588163447
291	0.8418119659	0.3584681674
292	0.8421646111	0.3580888059
293	0.8427727338	0.3575916242
294	0.842738072	0.3571664861
295	0.8428742667	0.3568676466
296	0.8431107706	0.3563833676
297	0.8435286383	0.3560298831
298	0.8439131159	0.3555102542
299	0.8440385006	0.3553309982
300	0.8440671957	0.355101428
301	0.8444957287	0.3547094445
302	0.8447882936	0.3543499845
303	0.8450042673	0.3540581195
304	0.8450639168	0.353698084
305	0.8452189089	0.3534629545
306	0.8456458966	0.3529631057
307	0.8457286555	0.3526275967
308	0.8458314038	0.352321943
309	0.84610344	0.3519419713
310	0.8462568394	0.3516096631
311	0.8466659328	0.3510823759
312	0.847085149	0.3508107228
313	0.8472850836	0.3503611684
314	0.8475727613	0.3498970839
315	0.8476433455	0.3496919452
316	0.8483594256	0.3492278889
317	0.8483383114	0.3489192128
318	0.8485505618	0.3484363911
319	0.848611562	0.3480656018
320	0.848807913	0.3477830588
321	0.8489894486	0.347501881
322	0.8490696877	0.3472028672
323	0.8494604641	0.3468916115
324	0.8496774714	0.3465051738
325	0.849834968	0.3462383252
326	0.8500585217	0.346012323
327	0.8503251701	0.3456441471
328	0.8506242852	0.3452953486
329	0.8508975334	0.3449294378
330	0.8510871092	0.3445872242
331	0.8511079593	0.3442637139
332	0.8512573643	0.3440008225
333	0.8512975036	0.3437887775
334	0.8517441984	0.3433623806
335	0.8519322139	0.342939567
336	0.8521025269	0.342614211
337	0.8523274397	0.3423224551
338	0.852631052	0.3419710285
339	0.8527210903	0.3417557531
340	0.8530083289	0.3415461329
341	0.8532270549	0.341243112
342	0.8533796713	0.3409421269
343	0.8535081338	0.3407892326
344	0.8537039357	0.3405720145
345	0.8538289455	0.3401701214
346	0.854059883	0.3399911891
347	0.8542541964	0.3397120358
348	0.854457783	0.3395174722
349	0.8544485091	0.3391469325
350	0.8547791036	0.3386972355
351	0.8549364763	0.3383324585
352	0.8552881467	0.3379303761
353	0.8553401022	0.3375246005
354	0.8557457443	0.3372296995
355	0.8558595425	0.3370646028
356	0.8560762181	0.3368241815
357	0.8561742698	0.3365381533
358	0.8563637089	0.3361731935
359	0.8566609003	0.3359449909
360	0.8568932338	0.3354991623
361	0.8572373528	0.33508978
362	0.857296622	0.3349198289
363	0.857465794	0.3345146614
364	0.8578727146	0.3341802732
365	0.8578269796	0.3339808715
366	0.8584290708	0.3334988681
367	0.858541649	0.3332228369
368	0.8587687513	0.3329771703
369	0.8587182955	0.3328009649
370	0.8589579924	0.3326332053
371	0.8592907909	0.3323431114
372	0.8595480016	0.3318650661
373	0.8598767203	0.3315175306
374	0.8599584639	0.3312568499
375	0.860493683	0.330822227
376	0.8605479598	0.3305425479
377	0.8605167621	0.3303126449
378	0.8607901258	0.3301665705
379	0.8609290979	0.3299116805
380	0.8612963288	0.3294577106
381	0.8613532557	0.3290142891
382	0.8614485155	0.3286536089
383	0.8617983341	0.3283825048
384	0.8618894857	0.3278581547
385	0.8621808406	0.32761809
386	0.8624123587	0.3274605405
387	0.862754381	0.3270657133
388	0.8627245399	0.3268817765
389	0.8630107477	0.3265379144
390	0.8632247661	0.3262594257
391	0.8634571836	0.3260315841
392	0.8636511555	0.3258575701
393	0.8639144283	0.3255316305
394	0.8642788517	0.3252526357
395	0.8643125515	0.3250842942
396	0.8647576254	0.3247613459
397	0.8649718629	0.3243294915
398	0.865155966	0.3240757558
399	0.8653814044	0.3237195246
400	0.8656000648	0.3233982203
401	0.8659144834	0.3232164253
402	0.8658923304	0.3230743239
403	0.8659952918	0.3228978545
404	0.8660418861	0.3226244268
405	0.8661670051	0.3223737162
406	0.8663881789	0.3221719353
407	0.8665083982	0.3219367628
408	0.8665627163	0.3217275954
409	0.8667122711	0.3215394563
410	0.866999508	0.3212643529
411	0.8671567209	0.321157053
412	0.8671490735	0.3209356888
413	0.8672105507	0.3207778105
414	0.867402185	0.3204698436
415	0.867635131	0.3202744313
416	0.8679714788	0.3199570276
417	0.8680230878	0.3198272712
418	0.8680917673	0.3194860413
419	0.8682783087	0.3192015293
420	0.8685504751	0.3188544776
421	0.8686265231	0.3186477259
422	0.8688594726	0.3182745416
423	0.8690727636	0.3180124129
424	0.8691267108	0.3178660512
425	0.8694527849	0.3175856244
426	0.8696611553	0.3172350314
427	0.8699455054	0.316960048
428	0.8700337614	0.3168220317
429	0.8701905825	0.3166485084
430	0.8701906507	0.316542602
431	0.8706587004	0.316263874
432	0.8708450299	0.3160064875
433	0.8711389782	0.3157517756
434	0.8713420758	0.3155206056
435	0.8716922861	0.3152762617
436	0.871687778	0.3150010664
437	0.8717467505	0.3148485072
438	0.8719380161	0.3145622205
439	0.8718893004	0.3142969616
440	0.872067954	0.3140927457
441	0.8719824913	0.313930263
442	0.8721536397	0.3136021167
443	0.8723544997	0.3132727775
444	0.8726383994	0.3129624564
445	0.8729248467	0.3127909945
446	0.8732650478	0.312566689
447	0.8734870406	0.3122413818
448	0.8737513474	0.3119622715
449	0.8739694584	0.3117628783
450	0.8741020175	0.3115254897
451	0.8741777295	0.3114136723
452	0.8746081464	0.3110166438
453	0.8746345477	0.3108402742
454	0.8745544079	0.3106012331
455	0.8747523352	0.3104716922
456	0.874999018	0.310221046
457	0.8752894846	0.3099552634
458	0.8754927509	0.3097317673
459	0.8759573263	0.3093731519
460	0.8761501114	0.3092096203
461	0.8761710547	0.3089374108
462	0.8762987593	0.3087329437
463	0.8765261011	0.308445761
464	0.8765853455	0.3082848897
465	0.8767469967	0.3078729801
466	0.8768176144	0.3076862955
467	0.8769743202	0.3073035749
468	0.8772298419	0.3069757279
469	0.8775735961	0.3066539011
470	0.8776491038	0.3064439381
471	0.8778029448	0.3060322663
472	0.8777966551	0.3058505116
473	0.8778318516	0.3057433067
474	0.8780421385	0.3054102236
475	0.8781980205	0.3052872421
476	0.8783455831	0.3050452892
477	0.8783286721	0.3049236813
478	0.8785958446	0.3048165213
479	0.8787277451	0.3046943089
480	0.8789301045	0.3043747629
481	0.8788357451	0.3042761031
482	0.8789017662	0.303914124
483	0.8790278824	0.3036790854
484	0.8792005517	0.3033591936
485	0.8793700132	0.3031535554
486	0.8797053125	0.302869895
487	0.8800750275	0.3026063612
488	0.8801850574	0.3023300373
489	0.880159251	0.3021792858
490	0.8803902455	0.3019127791
491	0.8806410018	0.3016488583
492	0.8807956244	0.3014100983
493	0.8808422105	0.3012034316
494	0.8809968496	0.3008913239
495	0.8814187984	0.3005490527
496	0.8817288828	0.3003108381
497	0.8816517022	0.3000497421
498	0.8818854337	0.2998951741
499	0.882202356	0.2996934493
500	0.8822428248	0.2996436593
501	0.8822420644	0.2994923311
502	0.8825154335	0.299220042
503	0.8825974892	0.2990260629
504	0.8826483273	0.2988943302
505	0.8826979917	0.2986566295
506	0.882808645	0.2984610625
507	0.8827105127	0.2983620192
508	0.8828043649	0.2981532889
509	0.883217392	0.2978872778
510	0.8832409967	0.2977302929
511	0.8832968899	0.2975979983
512	0.883321736	0.2974176656
513	0.883862585	0.2970946624
514	0.8839539048	0.2969533367
515	0.8840899897	0.296826155
516	0.8842600925	0.2966616846
517	0.8842650661	0.2964094053
518	0.8843234197	0.2962223793
519	0.8845545423	0.2959931987
520	0.8845929906	0.2957815235
521	0.8846382179	0.2955894907
522	0.8848060369	0.2953182702
523	0.8850276516	0.2951553919
524	0.8850507517	0.2948627201
525	0.8851990847	0.2947408352
526	0.8854324014	0.2945485537
527	0.8854772213	0.2944743885
528	0.8855426215	0.2942825479
529	0.8855575607	0.294154565
530	0.8857157891	0.2939883401
531	0.8858473436	0.2938087994
532	0.8859938363	0.2935669213
533	0.8859788909	0.2934925262
534	0.8862135697	0.2932580924
535	0.8863017632	0.2929490605
536	0.8865999042	0.292747134
537	0.8867913976	0.2925487978
538	0.886936134	0.292405264
539	0.887062636	0.2922965009
540	0.8872241466	0.2921040829
541	0.8872224492	0.2919615168
542	0.8873006518	0.2918514596
543	0.8872357141	0.2916085716
544	0.8873704839	0.291457823
545	0.8877483049	0.2912839921
546	0.8877782716	0.2911189761
547	0.8881691351	0.2907847405
548	0.8881990771	0.2906664917
549	0.8882905321	0.2905889045
550	0.8883288089	0.29035995
551	0.8884934906	0.2901215411
552	0.8886299466	0.2898475758
553	0.8887646051	0.2897345445
554	0.8889742783	0.2895022514
555	0.8891090404	0.289371459
556	0.889190454	0.2891911642
557	0.8892288159	0.2890658782
558	0.8895195661	0.2888574128
559	0.8896261261	0.2886501642
560	0.8897306618	0.2885226621
561	0.889973307	0.2883424035
562	0.8902140562	0.288059459
563	0.8903503372	0.2877682831
564	0.8904069109	0.2876213836
565	0.8905412998	0.2874399944
566	0.8905694185	0.2872327565
567	0.8909081133	0.2869192289
568	0.8907722448	0.2867666817
569	0.8909019475	0.2866651372
570	0.8911344005	0.2864696745
571	0.8913887956	0.2862139245
572	0.8915370119	0.2859754705
573	0.8915966284	0.285884205
574	0.8915485403	0.2856963675
575	0.8916336628	0.2855630508
576	0.8916501966	0.2853748308
577	0.8918745861	0.2851702007
578	0.8918465382	0.284910245
579	0.8919847947	0.284745045
580	0.8921496166	0.2845724284
581	0.8924725468	0.2844360381
582	0.8926352812	0.2841866312
583	0.8928251619	0.2839108323
584	0.8929979208	0.2837283457
585	0.8932036561	0.2834517392
586	0.8934158133	0.2833144902
587	0.8934688452	0.2830101772
588	0.8935147051	0.2828818661
589	0.8936343671	0.2826482407
590	0.8936752439	0.2824251862
591	0.8937955902	0.282259092
592	0.8941487615	0.2820744821
593	0.8944360338	0.2818633642
594	0.8945369867	0.281666306
595	0.8947790268	0.281461137
596	0.8947625832	0.2812965678
597	0.894739737	0.2812007568
598	0.8949653251	0.2810394604
599	0.8950347302	0.2808201963
600	0.8950785734	0.2805320597
601	0.8951931918	0.2804371527
602	0.8952890675	0.2802996585
603	0.8953306207	0.2801390508
604	0.8954717082	0.2800259989
605	0.8955611866	0.2798724449
606	0.8957665974	0.2796677542
607	0.8957867043	0.2795339802
608	0.8958460037	0.2793167593
609	0.8960135251	0.2791179297
610	0.8962024691	0.2789633677
611	0.8961267904	0.278794864
612	0.8961633113	0.2787328962
613	0.8962755039	0.2786602162
614	0.8964731771	0.2784316554
615	0.8966140381	0.2781789944
616	0.8967136966	0.2780825866
617	0.8969580595	0.277930713
618	0.8969365274	0.2778571549
619	0.8970246571	0.2776887133
620	0.897068675	0.2775303736
621	0.8971127889	0.2773990168
622	0.8973067077	0.2772789293
623	0.8975245241	0.2770882868
624	0.8975950319	0.2768805362
625	0.8978229199	0.2766404797
626	0.8978166319	0.2765092392
627	0.8979047706	0.2764152282
628	0.8979614364	0.2762129256
629	0.8979501145	0.2760472543
630	0.8981904945	0.2757576472
631	0.8982949736	0.2756987875
632	0.8984637485	0.2755582322
633	0.8986021356	0.2752883042
634	0.8987418994	0.2751445795
635	0.8988350792	0.2750804737
636	0.8989030474	0.2749481242
637	0.8989330783	0.2747588039
638	0.8990665943	0.2745495859
639	0.8992514825	0.2744484968
640	0.8993004454	0.2741844119
641	0.8994452418	0.2740135058
642	0.8995395925	0.2739354861
643	0.8996502493	0.273846876
644	0.8995927408	0.2737057355
645	0.899838922	0.2734893818
646	0.899916949	0.2732854683
647	0.9000629079	0.2731903773
648	0.9003823487	0.2728854334
649	0.9003862551	0.2727189864
650	0.9004856171	0.2725255377
651	0.9007236081	0.2722141945
652	0.9006798083	0.2720971435
653	0.9007853538	0.2718302732
654	0.9009975268	0.2717613964
655	0.901027841	0.2716086138
656	0.9014425526	0.2712693795
657	0.9015559446	0.2710573321
658	0.9015761649	0.2708803895
659	0.9018214013	0.27076878
660	0.9018669114	0.2705529468
661	0.9019196405	0.2704533931
662	0.9019033905	0.2703383689
663	0.9020016363	0.2702604461
664	0.9020623338	0.2699904077
665	0.902146484	0.2698706201
666	0.9023634823	0.2696795636
667	0.9024079598	0.2695479758
668	0.9024444374	0.2694926808
669	0.9024718495	0.2693549658
670	0.9025325738	0.2691740573
671	0.9025924463	0.2689854988
672	0.9027484621	0.2688644977
673	0.9028800772	0.2687225408
674	0.9029874436	0.2685425361
675	0.9031759359	0.2683640644
676	0.903338064	0.2682061861
677	0.9034089999	0.2681336526
678	0.903628833	0.2679848122
679	0.9036430252	0.2676907631
680	0.9038425763	0.2674041354
681	0.9040401167	0.2671734949
682	0.9039702647	0.2670623621
683	0.9040432061	0.2669724698
684	0.9042002087	0.2668773248
685	0.9042823058	0.2667079268
686	0.9043308715	0.2665981466
687	0.9043743601	0.2663396105
688	0.9042782154	0.2662073951
689	0.9044767392	0.2660905184
690	0.9047928696	0.2657928849
691	0.9049133712	0.2656997211
692	0.9049143242	0.2655273939
693	0.9049932755	0.2653929985
694	0.9050864954	0.2653289988
695	0.9053731177	0.2650337794
696	0.9055157407	0.2647551562
697	0.9057100171	0.2645772002
698	0.906066197	0.2643132621
699	0.9059795131	0.264224054
700	0.9061940564	0.2640592402
701	0.9063535909	0.2638513848
702	0.906447687	0.2637401843
703	0.9065265395	0.2636405367
704	0.9065552502	0.2635096155
705	0.9065967772	0.2634206634
706	0.9067968738	0.2631698538
707	0.9068850012	0.2631104425
708	0.9070146549	0.2629090037
709	0.9071714458	0.2627532756
710	0.906999298	0.2625525632
711	0.9070086001	0.2624671453
712	0.9069865327	0.2622842859
713	0.907148465	0.2621914633
714	0.9071959457	0.261994119
715	0.9072612424	0.2619032353
716	0.9072976888	0.2618418774
717	0.9074587295	0.2615539776
718	0.9075417937	0.2614034201
719	0.9077587998	0.2612382109
720	0.9079290785	0.2609840211
721	0.9079223373	0.2608853091
722	0.9081155484	0.2607458522
723	0.9082240571	0.2604411708
724	0.9083612605	0.2602048728
725	0.9084290459	0.2600954146
726	0.9086112307	0.2599313396
727	0.9085825789	0.259765801
728	0.9086350936	0.259638946
729	0.9086292045	0.2596209856
730	0.9087682946	0.2594812963
731	0.9088215975	0.2593458156
732	0.9090410219	0.2590736433
733	0.9091781339	0.2588722309
734	0.9093434837	0.2586142797
735	0.9095322767	0.2584820325
736	0.9095839979	0.2583724334
737	0.9096306238	0.258330737
738	0.9096189188	0.2581812921
739	0.9096831008	0.2580815295
740	0.9098244753	0.2579421819
741	0.9098339235	0.2578388322
742	0.9098681184	0.2576864927
743	0.9100051396	0.2575958485
744	0.9101880255	0.2574903334
745	0.9103934631	0.2573030251
746	0.9105391517	0.2571512873
747	0.9107555547	0.256898579
748	0.9107868772	0.2567990149
749	0.9110643484	0.2565599466
750	0.911186849	0.2564128438
751	0.9112334834	0.2562574309
752	0.9112430061	0.2561513679
753	0.9114629184	0.2559132524
754	0.911623927	0.2557175869
